Time,Username,Tweets
2022-06-12 10:07:28+00:00,shu,b'@collegemenfess msib? pendaftarannya 20 juni - 10 juli nder'
2022-06-12 08:57:37+00:00,Universitas Negeri Padang,b'UNP Keluar sebagai Juara Umum POMProv Sumbar 2022 https://t.co/x2GoPRAgOq\n#universitasnegeripadang\n#humasunp\xe2\x80\xa6 https://t.co/0DyPYkaCXk'
2022-06-12 07:19:11+00:00,Mohamad Zainudin,b'Pentingnya komunikasi Dalam Kehidupan Kampus \xf0\x9f\x99\x84\n.\n.\n.\nInfo pendaftaran kuliah :\n081227576775\n.\n.\n.\n#kuliahkaryawan\xe2\x80\xa6 https://t.co/E1wfhdDJ6K'
2022-06-12 06:04:56+00:00,Bali Edukasi,b'Edukasi keliling negeri untuk anak-anak Bali \xe2\x9d\xa4\xef\xb8\x8f\n\n#baliedukasi #edukasikelilingnegeri #penyalaperadaban\xe2\x80\xa6 https://t.co/0Jrc4rQfRc'
2022-06-12 04:12:22+00:00,COLLE,"b'Yang pernah ikut msib, Waktu interview msib ditanya apa aja ya atau seleksinya gimana? Terimakasihh [cm]'"
2022-06-12 04:06:59+00:00,COLLE,b'[cm] kalian ada yang pernah ikut program magang msib gak? kalo ada share pengalamannya dong'
2022-06-12 02:27:26+00:00,Praktisi Mengajar,"b'Jangan sampai ketinggalan, pendaftaran Seri Praktisi Pilihan #1 dapat dilakukan pada https://t.co/DZzhXaVPbu.\xe2\x80\xa6 https://t.co/siOGxscN4c'"
2022-06-12 02:00:37+00:00,HalloUNS,b'[MAGANG DAN STUDI INDEPENDEN BERSERTIFIKAT (MSIB)]\n\nHallo Mahasiswa UNS!\nMimin mau ngasih tau nih kalau salah satu\xe2\x80\xa6 https://t.co/baPjbfN5gW'
2022-06-11 19:30:28+00:00,namiw,b'fuaaaghhh laporan akhir msib ribet bat emg juni keknya bulan gua gaboleh waras'
2022-06-11 14:20:25+00:00,COLLE,b'[cm] MSIB angkatan 3 kalian rencana mau ikut ga?'
2022-06-11 14:05:34+00:00,jeje on gojec,"b'gue kadang miris ama kelakuan gue sendiri, impulsif bgt dah. padahal duit msib ge gak karuan turun nih termin kedua https://t.co/h9L1sCLRHK'"
2022-06-11 13:59:45+00:00,ara,b'(31) Tambahan part 4\n\nDari kemarin kami disuruh menunggu terkait yang belum mendapatkan username dan berkasnya hila\xe2\x80\xa6 https://t.co/YKCQ2MfUI9'
2022-06-11 13:25:15+00:00,aw-,"b'Pada nanya BEM SV kenapa. Hahhaha gatau\xf0\x9f\x91\x8d semenjak gue MBKM dan MSIB gue gak ngurus organisasi lagi, selama yg gue b\xe2\x80\xa6 https://t.co/9NQutCOLL0'"
2022-06-11 11:20:06+00:00,UNS MENFESS,b'-11fess MSIB angkatan 3 kalian rencana mau ikut ga?'
2022-06-11 09:47:59+00:00,dænny,"b'msib kampus merdeka batch 3 udah mau buka application, time flies so fast kangen jaman ikut kampus merdeka \xf0\x9f\x98\x94'"
2022-06-11 09:38:34+00:00,na,b'@collegemenfess msib baru mulai tgl 25 juli wkwk'
2022-06-11 09:31:39+00:00,seaweed brain,b'@itskiyawa laporan n sidang msib?? buat mitra apa fakultas'
2022-06-11 09:27:20+00:00,Zahro_K,"b'@KampusMerdeka Selamat sore, Izin bertanya, saya kemarin daftar akun di web kampus merdeka dan tidak sengaja ke kli\xe2\x80\xa6 https://t.co/66zJEEaV78'"
2022-06-11 08:16:56+00:00,HMGP PNJ,b'[ PENDAFTARAN PROGRAM MAGANG DAN STUDI INDEPENDEN BERSERTIFIKAT ANGKATAN 3 ]\n\n\xe2\x9d\x97Untuk mahasiswa sarjana dan vokasi s\xe2\x80\xa6 https://t.co/BEakmqS4Cw'
2022-06-11 06:36:09+00:00,#MerdekaBelajar,"b'Tahukah #SahabatDikbud sebutan bagi kegiatan mengumpulkan benda-benda terkait uang? Ya, nunismatik. Namun, tak seka\xe2\x80\xa6 https://t.co/8qAEkIRjBE'"
2022-06-11 06:13:53+00:00,Perpustakaan Ķemendikbudristek,b'Hallo #Sahabatperpusdikbud pasti sudah tidak sabar berkunjung ke Perpusdikbud yang akan buka sebentar lagi\n\nSebelum\xe2\x80\xa6 https://t.co/UyUWRfiBzm'
2022-06-11 06:03:55+00:00,Universitas Negeri Padang,b'Perebutan medali emas Cabor Taekwondo All UNP Final antara Raffi dengan Daffido https://t.co/abhR6WhcPC\xe2\x80\xa6 https://t.co/0MdrzYv4QN'
2022-06-11 04:15:28+00:00,Universitas Negeri Padang,b'Karate sumbang 7 medali bagi kontingen UNP hari pertama Pomprov 2022\nhttps://t.co/QJOLEmOvCX\xe2\x80\xa6 https://t.co/zPB4UtFQWs'
2022-06-11 03:53:27+00:00,FEB Universitas Islam As-syafiiyah,b'Halo Sobat Minfeb!\n\nKelen team mana nih kalau mau makan nasi padang?\n\nBungkus\xe2\x9d\x8c\nMakan ditempat \xe2\x9c\x85\n\n#febuia #uiakeren\xe2\x80\xa6 https://t.co/SF1sbZ3ILE'
2022-06-11 02:45:59+00:00,IPB,b'#PrestasiIPB\nBersatu untuk mencapai satu tujuan dan sama mengharumkan namamu di dunia\n\nKami ucapkan selamat atas pr\xe2\x80\xa6 https://t.co/JoVu1ingsG'
2022-06-11 01:14:13+00:00,Institut Teknologi Kalimantan,b'Senam yang dilakukan tersebut dilakukan oleh seluruh tenaga kependidikan (tendik) Institut Teknologi Kalimantan. Se\xe2\x80\xa6 https://t.co/tpZjgViqxc'
2022-06-10 22:56:24+00:00,Praktisi Mengajar,"b'Rekan perguruan tinggi, sudahkah Anda mendaftarkan institusi dan mata kuliah? Layanan pertanyaan, silakan cek FAQ k\xe2\x80\xa6 https://t.co/jALfqHhDlM'"
2022-06-10 17:53:02+00:00,piwulangbecik,b'Belajar cerdas. Kerja tuntas. Mengajar ikhlas. \n#merdekabelajar #berintegritas #berempati #warisankebaikan https://t.co/JRTD06ftVS'
2022-06-10 16:47:05+00:00,Nurhilmiyah,"b'Pengalaman Lulus Seleksi Jadi DPL MSIB 2 https://t.co/VO7PHvh1U6 \n\nTahu ketrimanya pas abis lebaran lalu, nulisnya baru sekarang deh ^^'"
2022-06-10 16:13:19+00:00,Moana,b'Bismillahirrahmanirrahim\n\nYang sedang berjalan ....\n\n#sekolahpenggerak\n#merdekabelajar https://t.co/5IDd2SSpmx'
2022-06-10 15:58:56+00:00,Komunitas Guru SD,"b'Struktur Kurikulum Merdeka TK/PAUD, SD, SMP, SMA, SMK, SLB\n\nSelengkapnya: https://t.co/iRpU3qPj04\n\n#MerdekaBelajar\xe2\x80\xa6 https://t.co/lKPlOVqWNG'"
2022-06-10 15:46:39+00:00,86,b'@unnesmenfess Mending msib dah'
2022-06-10 14:36:04+00:00,BBGP Provinsi Sulawesi Selatan,b'Program Guru Penggerak menciptakan pemimpin pembelajaran yang dapat mewujudkan merdeka belajar.\n\n#merdekabelajar\xe2\x80\xa6 https://t.co/oGUPHyoP06'
2022-06-10 14:07:46+00:00,rio,b'Ada yg nyimpen info program mentoring msib/mbkm gak?'
2022-06-10 13:13:43+00:00,tika,"b'hi semua, saya ingin berbagi pengalaman saya saat mengikuti program MSIB di \xe2\x9c\xa8FIMELA\xe2\x9c\xa8 KapanLagi Youniverse.\ndalam pr\xe2\x80\xa6 https://t.co/kOGV39RvPE'"
2022-06-10 11:45:43+00:00,#MerdekaBelajar,"b'#SahabatDikbud, cinta dan ilmu pengetahuan adalah dua hal yang sama-sama penting dalam hidup, seperti Bertrand Russ\xe2\x80\xa6 https://t.co/DTuEfLotSo'"
2022-06-10 10:59:32+00:00,APNugrahahahaha,b'@collegemenfess Msib juga buka'
2022-06-10 10:51:02+00:00,SAL,"b'Alhamdulillah, matur nuwun panitia program kampus Mengajar @KampusMerdekaRI @KampusMerdeka\n\nMaaf kalau sempat kecew\xe2\x80\xa6 https://t.co/Q3YmHQWiaQ'"
2022-06-10 10:42:56+00:00,COLLE,b'[cm] mau nanya msib kemerdekaan rekomendasi banget gak sih di ambil?'
2022-06-10 10:41:01+00:00,sya boba🧋,b'MSIB G PRCYA https://t.co/j40FwVeVvZ'
2022-06-10 10:07:33+00:00,karewabudaya,"b'#SahabatDikbud, cinta dan ilmu pengetahuan adalah dua hal yang sama-sama penting dalam hidup, seperti kata filsuf d\xe2\x80\xa6 https://t.co/S91eYVyHGd'"
2022-06-10 10:07:21+00:00,UPN VETERAN MENFESS,"b'-yupi review alur msib, alias program magang bersertifikat itu dongg, kira2 pelaksanaannya kapan ya?'"
2022-06-10 10:03:36+00:00,Kemenko PMK,b'Pendaftaran dilakukan melalui tautan: https://t.co/du2y3KtGOn.\n\nUntuk informasi lebih lengkap dapat menggunduh berk\xe2\x80\xa6 https://t.co/ocQvneG9AZ'
2022-06-10 10:02:20+00:00,Kemenko PMK,"b'#SahabatPMK Pendaftaran Beasiswa Microcredential bidang Literasi bagi guru PAUD dan SD, Teachers College Columbia U\xe2\x80\xa6 https://t.co/S7qA4s3nXk'"
2022-06-10 09:54:13+00:00,Praktisi Mengajar,b'Catat tanggalnya! Info session untuk praktisi akan diadakan pada 11 Juni 2022. Silakan daftar sesi terkait penjelas\xe2\x80\xa6 https://t.co/DZAhrRLGcP'
2022-06-10 09:54:00+00:00,BPMP Kepulauan Bangka Belitung,"b'Selamat Hari Media Sosial #SahabatBPMP! Gunakan pikiran, perasaan, hati dan jarimu dengan bijak untuk berbagi kebai\xe2\x80\xa6 https://t.co/Sfhm0GXhG5'"
2022-06-10 09:47:08+00:00,Praktisi Mengajar,"b'Ribuan praktisi sudah bergabung dalam Program Praktisi Mengajar, bagaimana dengan Anda? Pendaftaran ditutup 17 Juni\xe2\x80\xa6 https://t.co/XEPyo1lfm8'"
2022-06-10 09:09:54+00:00,Sekolah Tinggi Manajemen IMMI,"b'[STIMA IMMI KAMPUS MERDEKA]\n\nSelamat dan Sukses kepada Prof. Dr. Ir. Illah Sailah, M.S. atas dikukuhkannya sebagai\xe2\x80\xa6 https://t.co/QYaan6HjGp'"
2022-06-10 09:04:56+00:00,kamipengajar,"b'Hai Sobat Pengajar,  \n\nBeberapa daerah sudah pembelajaran tatap muka 100 persen nih. Tetap jalankan protokol keseha\xe2\x80\xa6 https://t.co/ufrc8hMe16'"
2022-06-10 08:46:31+00:00,Komunitas Guru SD,b'Tips Meningkatkan Fungsi Kognitif Anak SD\n\nselengkapnya: https://t.co/FNaSzunsqK\n\n#PendidikanAnak\n#MerdekaBelajar\xe2\x80\xa6 https://t.co/sVyrvdGfGX'
2022-06-10 08:31:01+00:00,#MerdekaBelajar,"b'#SahabatDikbud, dengan bijak bermedia sosial, maka orang lain pun akan merasakan dampak positifnya. Kamu pasti memi\xe2\x80\xa6 https://t.co/YzG2G3mfkG'"
2022-06-10 08:03:01+00:00,COLLE,b'ada yang punya info terkait mentoring msib yang lagi dibuka gak? Kalo yg ada boleh tolong komen dong. Makasih [cm]'
2022-06-10 07:45:17+00:00,Perpustakaan UHW Perbanas Surabaya,b'Selamat &amp; Sukses \n#uhwperbanaslib #UniversitasHayamWurukPerbanas #kampuskeren #kampusmerdeka \n#Terkemuka #Unggul\xe2\x80\xa6 https://t.co/GHAFaYzy0A'
2022-06-10 07:37:35+00:00,Komunitas Guru SD,b'Perkembangan kognitif anak usia SD 6-9 tahun\n\nselengkapnya: https://t.co/yQPD6d3zbQ\n\nselengkapnya:\n#PendidikanAnak\xe2\x80\xa6 https://t.co/63ZqQNFLFj'
2022-06-10 07:37:28+00:00,Universitas Negeri Padang,b'Cabor Atletik Tambah Pundi Medali untuk UNP https://t.co/YBABHil5Rc\n#universitasnegeripadang\n#humasunp\xe2\x80\xa6 https://t.co/d6YpUfVSVJ'
2022-06-10 06:42:36+00:00,Educology Indonesia,"b'Hai, #SahabatEdu! \n\nTau nggak? \n\nMelalui ""Merdeka Belajar"" anak-anak dapat mengikuti pembelajaran dalam bahasa yang\xe2\x80\xa6 https://t.co/s9XmTlKrPA'"
2022-06-10 05:59:26+00:00,crunchy creemy,"b'@collegemenfess spill cepat nder, soalnya aku juga mau ikut yang msib:)'"
2022-06-10 05:48:10+00:00,kamipengajar,"b'Jangan ketinggalan informasinya, untuk lebih lanjut bisa langsung berkungjung ke situs laman\xe2\x80\xa6 https://t.co/au55XYh6ge'"
2022-06-10 05:03:41+00:00,Leonard Brahm,b'Kurikulum merdeka #merdekabelajar #merdekamengajar https://t.co/BeXeAw6TxB'
2022-06-10 04:22:34+00:00,Universitas Negeri Padang,b'Wakil Ketua BNSP dan Wakil Rektor IV UNP Buka Kegiatan PSKK dilingkup LSP UNP 2022 https://t.co/1Sc5152LwO\xe2\x80\xa6 https://t.co/i2HPjazqJr'
2022-06-10 03:07:19+00:00,Gunadarma University,"b'[GUNADARMA KAMPUS MERDEKA]\n\nREMINDER\n\nJangan lupa untuk Daftar Ulang, karena batas akhir Daftar Ulang, Sabtu 11 Jun\xe2\x80\xa6 https://t.co/Uv3OHc7Dag'"
2022-06-10 02:42:53+00:00,kantorbahasantb,"b'#SasamboHariIni untuk #SahabatBahasa dan #SahabatDikbud, yaitu kata ""tolo"" dalam bahasa Mbojo (Bima).\n\n#BahasaMbojo\xe2\x80\xa6 https://t.co/DR8IAwzt72'"
2022-06-10 01:35:16+00:00,Institut Teknologi Sepuluh Nopember,b'#ITSProud\n\nSelamat untuk Sobat Kampus semua yang berhasil menjadi keluarga besar ITS dan diterima melalui jalur Sel\xe2\x80\xa6 https://t.co/2UX8Z8fsa6'
2022-06-10 00:46:53+00:00,piwulangbecik,b'Sahabat PBx berkembang karena kepercayaan. Otonomi menjadikannya mudah berinovasi. #merdekabelajar #berintegritas\xe2\x80\xa6 https://t.co/nMpTLe4fiv'
2022-06-10 00:41:36+00:00,universitasalirsyad,"b'DOA MENGAWALI HARI\n\n""Ya Alloh, dengan Mu aku berpagi hari, dengan Mu aku bersore hari, dengan Mu kami hidup, dan de\xe2\x80\xa6 https://t.co/hhUEvvloUL'"
2022-06-09 22:58:08+00:00,Komunitas Guru SD,b'Mengapa Anak Cepat Bosan di Sekolah? Berikut 6 Alasan yang Harus diperhatikan Ibu Bapak\n\nselengkapnya:\xe2\x80\xa6 https://t.co/PTJDt9IXAn'
2022-06-09 14:11:32+00:00,Badan Pengembangan dan Pembinaan Bahasa,"b'Halo, #SahabatBahasa dan #SahabatDikbud!\nSekarang sudah tahu kan padanan istilah forehand dan backhand. Nah, sekara\xe2\x80\xa6 https://t.co/KXSClHzPfH'"
2022-06-09 14:08:29+00:00,Himpunan Mahasiswa Sosiologi Fisip Unej,b'KAMPUS MENGAJAR\n\nTELAH DIBUKAA!!\nPendaftaran Kampus Mengajar Angkatan 4 .\n\nSegera daftarkan diri kalian untuk berga\xe2\x80\xa6 https://t.co/7cBqRFeP4S'
2022-06-09 14:00:21+00:00,Orbit Future Academy,b'Kira-kira Mahasiswa/i Kampus Merdeka #OrbitJagoAI yang tadi ikut \xe2\x80\x9cSatu Hari di Orbit\xe2\x80\x9d udah pada sampe rumah belum y\xe2\x80\xa6 https://t.co/ZhpjvoJtZW'
2022-06-09 13:24:41+00:00,aura | co web kr jp #HORN,b'@rawra01 izin nambahin kak #PMM2 #PMM #PertukaranMahasiswaMerdeka  #KampusMerdeka https://t.co/Lmk3cxbMBe'
2022-06-09 12:57:00+00:00,#MerdekaBelajar,b'Ternyata peristiwa tersebut disebut dengan listrik statis. Benda yang bermuatan listrik negatif dapat menarik benda\xe2\x80\xa6 https://t.co/VVOcZlK0Dm'
2022-06-09 12:56:56+00:00,#MerdekaBelajar,"b'#SahabatDikbud, penggaris plastik yang digosok-gosok dengan kain wol atau rambut kering ketika didekatkan ke potong\xe2\x80\xa6 https://t.co/2p9BcjNX3d'"
2022-06-09 12:49:37+00:00,Ryn,"b'Nungguin chat dari ayang \xe2\x9d\x8e\nNungguin email dari PMM 2 \xe2\x9c\x85\n\nayo dong admin PMM 2 kirim kan saya email, saya juga kan ma\xe2\x80\xa6 https://t.co/SpCgfiha7n'"
2022-06-09 12:44:05+00:00,L,"b'@rawra01 Logika nya saja, jika data kami tidak lengkap kami tidak bisa menuju tahap selanjutnya, jadi apa ini kesal\xe2\x80\xa6 https://t.co/2zIeLgWd3P'"
2022-06-09 12:43:10+00:00,Jasa payment Internasional,"b'Bismillah, masih available DET READY PREMIUM langsung PC aja buat naikin score kalian, ada harga khusus lohhh murah\xe2\x80\xa6 https://t.co/Ws2ZVCWZpf'"
2022-06-09 12:27:06+00:00,onlyhuman ⚡Random⚡,b'Saya juga salah satu yang gak dapat email dan gak bisa mengikuti survei kebinekaan. Minimal kalo gak lulus pihak pm\xe2\x80\xa6 https://t.co/r6BwURsy0f'
2022-06-09 12:19:58+00:00,munirahmisykaatul_,"b'@rawra01 Nangis banget,belum apa apa udah gugur\n#pmm2\n#kampusmerdeka'"
2022-06-09 12:17:12+00:00,Haris,b'#PMM2 #DAFTARDIAWALTERSINGKIRDULUAN TOLONG KEBIJAKANNYAAAA @nadiemmakarim @KampusMerdeka @pertukaranmahasiswamerdek\xe2\x80\xa6 https://t.co/HmWr6CgwlC'
2022-06-09 12:07:00+00:00,ara,"b'(26) kebinekaan, semoga langkah kalian dimudahkan sampai tahap terakhir.\n\nDari kami, rekan seperjuangan yang gugur\xe2\x80\xa6 https://t.co/mGpxrdwMxF'"
2022-06-09 11:52:56+00:00,COLLE,b'[cm] syarat lolos MSIB itu apa aja ya kakak kakak? Klo yang gapernah ikut organisasi kira2 bkal bisa lolos ga ya?\xf0\x9f\xa5\xba'
2022-06-09 10:37:17+00:00,Komunitas Guru SD,b'Mengapa Nilai Ujian Anak Jelek Meski Sudah Belajar? Berikut 9 Penyebabnya\n\nselengkapnya: https://t.co/FJiYQVDYD0\xe2\x80\xa6 https://t.co/z7GXOE8Pmr'
2022-06-09 09:38:01+00:00,Ditjen PAUD Dikdasmen Kemdikbud,"b'Dengan adanya sosialisasi ini, diharapkan seluruh stakeholders pendidikan dapat memahami substabsi rapor pendidikan\xe2\x80\xa6 https://t.co/vDxYYop00H'"
2022-06-09 09:32:28+00:00,Dodi_nr,"b'Halo guys...\nPerkenalkan namaku Dodi Nurramadhan, alumni dari program @kampusmerdeka.ri yang saat ini tergabung AKM\xe2\x80\xa6 https://t.co/AkteGPLMRK'"
2022-06-09 09:31:40+00:00,Universitas Negeri Padang,b'Tim Inspektorat Kemendikbud Ristek Monev Implementasi ZI Menuju WBK/WBBM https://t.co/fZ2s6MPo9t\xe2\x80\xa6 https://t.co/0fTkl47he4'
2022-06-09 09:17:45+00:00,yehezkiel_lumbardo,b'terkait program @kampusmerdeka.ri mendapatkan relasi dan teman dari seluruh Indonesia serta sharing bersama untuk m\xe2\x80\xa6 https://t.co/6cQ7gEl7HK'
2022-06-09 09:17:17+00:00,yehezkiel_lumbardo,"b'Halo guys...\nPerkenalkan namaku Yehezkiel Lumbardo Padang, alumni dari program @kampusmerdeka.ri yang saat ini terg\xe2\x80\xa6 https://t.co/XUoC7M67xP'"
2022-06-09 09:04:16+00:00,POLITEKNIK NEGERI MALANG,b'Pendaftaran Kampus Mengajar Angkatan 4 Telah dibuka!\n\nPendaftaran diperpanjang sampai dengan 12 Juni 2022\n\ninfo :\xe2\x80\xa6 https://t.co/VCmhk1WsoL'
2022-06-09 08:58:22+00:00,asep nata,b'wujudkan merdeka belajar dengan hybrid ecosystem classroom yg mendukung guru dan siswa bisa belajar lebih efektif\nd\xe2\x80\xa6 https://t.co/SdHeyzsIYG'
2022-06-09 08:36:44+00:00,Farisan Safrial Nafis,b'@S3goM @skskdpdy_ @heyiamdito Program kampus merdeka alias MSIB baru ada sejak 2021'
2022-06-09 08:34:31+00:00,Farisan Safrial Nafis,"b'@riipengg @skskdpdy_ @heyiamdito coba cari di google MSIB, atau kampus merdeka. Hasil pertama harusnya ngarah ke li\xe2\x80\xa6 https://t.co/YQe922fCGq'"
2022-06-09 07:24:32+00:00,#MerdekaBelajar,"b'Jangan sampai terlewat, ya! Periode pendaftaran berlangsung 3\xe2\x80\x9411 Juni 2022. Informasi selengkapnya, kunjungi\xe2\x80\xa6 https://t.co/p0y3XjYZ6M'"
2022-06-09 07:24:27+00:00,#MerdekaBelajar,"b'#SahabatDikbud, saatnya kamu berkontribusi dalam pemajuan literasi siswa di Indonesia! Klub Literasi Sekolah (KLS)\xe2\x80\xa6 https://t.co/XoB3sWvWSG'"
2022-06-09 07:14:14+00:00,Universitas Negeri Padang,b'Open Recruitment Ganto Vol 2. Informasi selengkapnya https://t.co/1Ob31Y6WuX\n#universitasnegeripadang\n#humasunp\xe2\x80\xa6 https://t.co/33Nvbol3Xc'
2022-06-09 06:56:22+00:00,kantorbahasantb,"b'#SahabatBahasa dan #SahabatDikbud, #KutipanKamis hari ini dari Tere Liye dalam bukunya yang berjudul Daun yang Jatu\xe2\x80\xa6 https://t.co/ASZb3cL1y3'"
2022-06-09 06:53:41+00:00,Universitas Komputer Indonesia,b':: Informasi Pendaftaran Panitia Seleksi (PANSEL) SATGAS Anti Kekerasan  Seksual UNIKOM ::\n\nPendaftaran dibuka mula\xe2\x80\xa6 https://t.co/DA3iNTnl84'
2022-06-09 06:28:52+00:00,updatecpns.com,"b'Seleksi PPPK Jabatan Fungsional guru tahun 2021.\n\nBagi Ibu dan Bapak guru yang sudah lolos seleksi tahun lalu, sege\xe2\x80\xa6 https://t.co/VILNH0Zqb7'"
2022-06-09 06:02:34+00:00,Ditjen PAUD Dikdasmen Kemdikbud,"b'#SobatBelajar, kali ini kita akan membahas tentang yang sering ditanyakan oleh Sobat terkait implementasi kurikulum\xe2\x80\xa6 https://t.co/RJS1g3ol5o'"
2022-06-09 05:31:01+00:00,Educology Indonesia,"b'Hai #SahabatEdu!\n\nAda kabar baik nih untuk kita semua. Terhitung hingga akhir Mei 2022, hampir 50% seluruh sekolah\xe2\x80\xa6 https://t.co/ZtwwFVjzSV'"
2022-06-09 05:29:06+00:00,Orbit Future Academy,b'Semoga seluruh Mahasiswa/i Kampus Merdeka #OrbitJagoAI sukses dan bisa menjadi lulusan terbaik bagi Nusa dan Bangsa\xe2\x80\xa6 https://t.co/DOSeUNzM2g'
2022-06-09 05:11:36+00:00,kamipengajar,"b'Jadi, patut disadari ya Sobat dalam hidup pastinya banyak tantangan. Namun, bagaimana kita mampu untuk melewati tan\xe2\x80\xa6 https://t.co/FPnbA0soM5'"
2022-06-09 05:01:42+00:00,Direktorat Sekolah Dasar,"b'Sungai terpanjang di Indonesia yaitu sungai Kapuas. Sungai Kapuas terletak di Kalimantan Barat, sungai Kapuas menja\xe2\x80\xa6 https://t.co/ePsEQopHHS'"
2022-06-09 05:00:05+00:00,COLLE,b'[cm] haloo disini ada anak manajemen gunadarma yg pernah/mau ikut program MSIB kampus merdeka?'
2022-06-09 04:44:23+00:00,☠️,b'@AIndriansyah Oh ini kampus mengajar yaa. Tapi yang mandet msib dll juga kan ya'
2022-06-09 04:01:44+00:00,Orbit Future Academy,"b""(3) Have fun bgt Satu Hari Di Orbit!!! Buat yang belom bisa mampir its's okay, semoga di event selanjutnya kita bis\xe2\x80\xa6 https://t.co/3f6GrTtG8q"""
2022-06-09 03:46:57+00:00,Orbit Future Academy,"b'(2) Wahh ada photobooth juga nih, jadi bisa foto-foto kece buat upload di sosmed! \n\n#orbitfutureacademy\xe2\x80\xa6 https://t.co/JyHvbJ1B7E'"
2022-06-09 03:13:25+00:00,adheliameei,b'@matcharamels @lesyeuxdebyla Mohon perhatiannya @KampusMerdekaRI @KampusMerdeka @Itjen_Kemdikbud @puspendikRI  saat\xe2\x80\xa6 https://t.co/4Y42MTxsJx'
2022-06-09 03:08:55+00:00,Robertt,b'@matcharamels @lesyeuxdebyla wkwkwkwkwkk \n#cairkantermin2 #cairkandanaterminke2 #kampusmengajar #kampusmerdeka #kampusmengajar3'
2022-06-09 03:00:09+00:00,Orbit Future Academy,b'Morning Orbitians! Hari ini kantor Orbit Future Academy kedatangan Mahasiswa-mahasiswi Kampus Merdeka loh. Kira-kir\xe2\x80\xa6 https://t.co/n30dhN7rrW'
2022-06-09 02:44:29+00:00,.,b'CAIRKAN TERMIN 2 MSIB BATCH 2 2022 - Tandatangani Petisi! https://t.co/trCXEc5NIy lewat @ChangeOrg_ID'
2022-06-09 02:23:48+00:00,TANRI ABENG UNIV,"b'Doaku hari ini ""Jauhkanlah aku dari rasa malas""\n\n#tauniversity #tanriabenguniversity #kampusmerdeka'"
2022-06-09 02:06:07+00:00,kantorbahasantb,"b'#SahabatBahasa dan #SahabatDikbud, jangan lupa simak acara siaran bahasa dan sastra besok Jumat, 10 Juni 2022, puku\xe2\x80\xa6 https://t.co/gwbr2U3HuS'"
2022-06-09 02:02:01+00:00,Direktorat GTK Dikmen Diksus,"b'Hai Sahabat GTK. Webinar IKM 7, silakan daftar di https://t.co/KxLPN2YKcD atau saksikan melalui livestreaming Youtu\xe2\x80\xa6 https://t.co/1eZLbiCUH4'"
2022-06-09 01:47:42+00:00,🐺,b'@lesyeuxdebyla Udah bukan rahasia lagi ini. Aku alumni Kampus Mengajar Angkatan 1 dan MSIB Angkatan 1. Pas KM 1 wal\xe2\x80\xa6 https://t.co/DZEHAf2rJ8'
2022-06-09 01:46:54+00:00,Tomato ☔,b'Ya meskipun aku program yang msib nya'
2022-06-09 01:28:36+00:00,rap 🍥,b'@lesyeuxdebyla Setelah denger tmn-tmn kamjar angkatan 1-2 kemarin yg keluh kesah karna uang saku telat ini itu aing\xe2\x80\xa6 https://t.co/NleGrMzAF8'
2022-06-09 00:40:26+00:00,Korporasi Jabar,"b'Menentukan perangkat ajar terbaik menciptakan lingkungan belajar produktif, diskusikan dengan kami dgn menghubungi\xe2\x80\xa6 https://t.co/9t5Jox7dBo'"
2022-06-09 00:24:28+00:00,Jhansens ridho silalahi 045,b'Panitia sampah\n@cairkanterminkedua @nadiemmakarim  @KampusMerdeka'
2022-06-09 00:09:28+00:00,bona,"b'@lesyeuxdebyla Inilah kenapa kalo ikut MSIB gausa ngarepin uang saku, mereka ga jelas kapan uang sakunya cair'"
2022-06-09 00:02:58+00:00,IPB,b'#PrestasiIPB \nMeniti langkah menuju yang terbaik bukanlah hal yang mudah\nNamun ini kan terus kulakukan demi cita-ci\xe2\x80\xa6 https://t.co/4im2AReCv6'
2022-06-08 23:14:03+00:00,Universitas Negeri Padang,b'Tim Panjat Tebing UNP Borong 5 Medali Emas https://t.co/LdtfsKdHyV\n#universitasnegeripadang\n#humasunp\xe2\x80\xa6 https://t.co/dDphWIPhOu'
2022-06-08 22:48:53+00:00,Dyouchi,b'Menurut ku kurang masuk akal harus cuti karna udah difasilitasi pengajuan 20 SKS. Kecuali kampusnya belum siap untu\xe2\x80\xa6 https://t.co/PwP1jmTC0n'
2022-06-08 18:29:19+00:00,robin buckley defender,b'smt depan ga lagi ikut msib kalo bukan di korporat.'
2022-06-08 18:14:52+00:00,𝒜𝓁𝑒,b'@lesyeuxdebyla MSIB juga sama nasibnya kok :)\nTerlalu banyak administrasi dan transparansi nya gak ada jadi gatau k\xe2\x80\xa6 https://t.co/9eKt1frrT5'
2022-06-08 17:13:34+00:00,🌚,"b'@kacidahraosna @collegemenfess 2 kak, tapi aku yang semester 5 ikutnya kmmi jadinya msib masi bisa ikut lagi'"
2022-06-08 17:10:35+00:00,UNS MENFESS,b'-11fess kalian yang daftar mbkm pmm 2 daftar msib juga ga gais?'
2022-06-08 17:07:10+00:00,𝒓𝒖𝒓𝒖,"b'lumayan berat, akhirnya gw gajadi ikut karna daripada disana ga tenang mending up deh. Katanya jg dana saku mahasis\xe2\x80\xa6 https://t.co/ghJMn4ZLKg'"
2022-06-08 17:04:41+00:00,Royyyyyy,"b'@lesyeuxdebyla rame nihh, mahasiswa MSIB nyimak aja deh\xf0\x9f\x98\x8c'"
